1;0.995036692410032;-179.942745314837
2;0.995035199014643;-179.885490744019
3;0.995032710037269;-179.82823640189
4;0.995029225500325;-179.770982402789
5;0.995024745435188;-179.713728861055
6;0.995019269882198;-179.656475891019
7;0.99501279889066;-179.599223607003
8;0.995005332518838;-179.541972123326
9;0.994996870833958;-179.484721554293
10;0.994987413912204;-179.427472014201
20;0.994838129827566;-178.855058339441
30;0.994589472270238;-178.28287314988
40;0.994241664724386;-177.711030346324
50;0.993795019286949;-177.139643420572
60;0.993249935891318;-176.568825320981
70;0.992606901315715;-175.998688319645
80;0.991866487981065;-175.429343881579
90;0.991029352544163;-174.860902536276
100;0.990096234292859;-174.293473752013
200;0.975703614922566;-168.697966838468
300;0.953050494817766;-163.312061561492
400;0.92383275908062;-158.21275580806
500;0.889937924828262;-153.451381295595
600;0.853173409258345;-149.054368359451
700;0.815090335962834;-145.027281468575
800;0.776907667146485;-141.360234080342
900;0.739511621571084;-138.03321823659
1000;0.703497957229989;-135.020545009767
2000;0.444893396860204;-116.581490722061
3000;0.314578234985368;-108.44727936629
4000;0.241267681057794;-104.045914768065
5000;0.195089741925522;-101.317837017508
6000;0.163538059748162;-99.4689877156021
7000;0.14068047860048;-98.1358569380469
8000;0.123384780766251;-97.1300753405056
9000;0.109852755210054;-96.3447032045405
10000;0.0989821564582825;-95.7146628868583
20000;0.0496757578632287;-92.8644553351893
30000;0.0331401234795266;-91.9105210698828
40000;0.02486112585757;-91.4331231608577
50000;0.0198911359018107;-91.1465846044439
60000;0.0165769586741679;-90.9555261428314
70000;0.0142093448757511;-90.8190425526533
80000;0.0124334738976142;-90.7166736746496
90000;0.0110521578863883;-90.6370502391066
100000;0.009947058681055;-90.573349704159
200000;0.00497371573417176;-90.2866820289382
300000;0.00331583350254206;-90.1911222387048
400000;0.00248688116792868;-90.143341911627
500000;0.00198950717125907;-90.1146736154298
600000;0.0016579236553143;-90.0955613851797
700000;0.00142107794218294;-90.0819097788757
800000;0.00124344349662086;-90.0716710679598
900000;0.00110528328923353;-90.0637076229382
1000000;0.000994755076912815;-90.0573368651339
2000000;0.000497377724867342;-90.0286684397444
3000000;0.000331585172925272;-90.019112294049
4000000;0.000248688885735054;-90.0143342207693
5000000;0.000198951110824976;-90.0114673767016
6000000;0.00016579259336675;-90.0095561472903
7000000;0.000142107937694844;-90.0081909834119
8000000;0.0001243444457802;-90.0071671104968
9000000;0.000110528396430194;-90.006370764893
10000000;9.9475556903777E-05;-90.0057336884082
